Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	FDR.overall	sig.overall
ph513.3_PanUKBB_PanUKBBR2_1	1661	0.704242408933633	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph513.3	Hypoventilation (UKBB)	OTH	408978	128	409106	European (EUR)	0.912330374709464	N
ph513.4_PanUKBB_PanUKBBR2_1	1661	0.395554990017266	PC13 (8e-02)	PanUKBB	2022	PanUKBBR2	ph513.4	Hyperventilation (UKBB)	OTH	408978	306	409284	European (EUR)	0.818193024396075	N
ph513.8_PanUKBB_PanUKBBR2_1	1661	0.402101213682417	PC3 (7e-02)	PanUKBB	2022	PanUKBBR2	ph513.8	Disorders of diaphragm (UKBB)	OTH	408978	198	409176	European (EUR)	0.822838134237816	N
ph513_PanUKBB_PanUKBBR2_1	1661	0.489501250888486	PC1 (7e-02)	PanUKBB	2022	PanUKBBR2	ph513	Respiratory abnormalities (UKBB)	OTH	425417	12225	437642	Trans-ethnic (AFR,CSA,EUR,MID)	0.849209736743666	N
ph514_PanUKBB_PanUKBBR2_1	1661	0.101979551432208	PC2 (7e-04)	PanUKBB	2022	PanUKBBR2	ph514	Abnormal findings examination of lungs (UKBB)	OTH	425955	3418	429373	Trans-ethnic (CSA,EUR)	0.540213850419158	N
ph516.1_PanUKBB_PanUKBBR2_1	1661	0.110331806107166	PC2 (9e-04)	PanUKBB	2022	PanUKBBR2	ph516.1	Hemoptysis (UKBB)	OTH	430297	5508	435805	Trans-ethnic (AFR,CSA,EUR)	0.559851455018832	N
ph516_PanUKBB_PanUKBBR2_1	1661	0.0710667218204296	PC2 (7e-04)	PanUKBB	2022	PanUKBBR2	ph516	Abnormal sputum (UKBB)	OTH	430297	5746	436043	Trans-ethnic (AFR,CSA,EUR)	0.456121150445866	N
ph519.2_PanUKBB_PanUKBBR2_1	1661	0.982515126062836	PC11 (1e-01)	PanUKBB	2022	PanUKBBR2	ph519.2	Respiratory complications (UKBB)	OTH	407792	350	408142	European (EUR)	0.987677202031642	N
ph519.8_PanUKBB_PanUKBBR2_1	1661	0.133299416530116	PC2 (2e-02)	PanUKBB	2022	PanUKBBR2	ph519.8	Other diseases of respiratory system, NEC (UKBB)	OTH	422794	12009	434803	Trans-ethnic (AFR,CSA,EUR)	0.60848102712872	N
ph519.9_PanUKBB_PanUKBBR2_1	1661	0.640029826753052	PC7 (5e-02)	PanUKBB	2022	PanUKBBR2	ph519.9	Symptoms involving respiratory system and other chest symptoms (UKBB)	OTH	407792	940	408732	European (EUR)	0.887884900981967	N
ph519_PanUKBB_PanUKBBR2_1	1661	0.110702334746755	PC2 (1e-02)	PanUKBB	2022	PanUKBBR2	ph519	Other diseases of respiratory system, not elsewhere classified (UKBB)	OTH	422794	13249	436043	Trans-ethnic (AFR,CSA,EUR)	0.559851455018832	N
ph520.2_PanUKBB_PanUKBBR2_1	1661	0.43920772368382	PC1 (6e-02)	PanUKBB	2022	PanUKBBR2	ph520.2	Disturbances in tooth eruption (UKBB)	OTH	416744	2584	419328	Trans-ethnic (CSA,EUR)	0.844851349199355	N
ph520_PanUKBB_PanUKBBR2_1	1661	0.566172020556399	PC1 (8e-02)	PanUKBB	2022	PanUKBBR2	ph520	Disorders of tooth development (UKBB)	OTH	416744	2678	419422	Trans-ethnic (CSA,EUR)	0.872591636578912	N
ph521.1_PanUKBB_PanUKBBR2_1	1661	0.0470043740140432	PC12 (1e-02)	PanUKBB	2022	PanUKBBR2	ph521.1	Dental caries (UKBB)	OTH	422970	4024	426994	Trans-ethnic (AFR,CSA,EUR)	0.379525834321953	N
ph521_PanUKBB_PanUKBBR2_1	1661	0.0503294083699491	PC12 (2e-02)	PanUKBB	2022	PanUKBBR2	ph521	Diseases of hard tissues of teeth (UKBB)	OTH	422970	4076	427046	Trans-ethnic (AFR,CSA,EUR)	0.393048712984364	N
ph522.5_PanUKBB_PanUKBBR2_1	1661	0.893198718376503	PC5 (6e-02)	PanUKBB	2022	PanUKBBR2	ph522.5	Periapical abscess (UKBB)	OTH	408157	1392	409549	European (EUR)	0.958259673521825	N
ph522_PanUKBB_PanUKBBR2_1	1661	0.364314768454316	PC11 (3e-02)	PanUKBB	2022	PanUKBBR2	ph522	Diseases of pulp and periapical tissues (UKBB)	OTH	422970	2807	425777	Trans-ethnic (AFR,CSA,EUR)	0.815714359290842	N
ph523.1_PanUKBB_PanUKBBR2_1	1661	0.327182319103952	PC11 (1e-02)	PanUKBB	2022	PanUKBBR2	ph523.1	Gingivitis (UKBB)	OTH	408157	135	408292	European (EUR)	0.796526404208914	N
ph523.31_PanUKBB_PanUKBBR2_1	1661	0.210259390021445	PC3 (1e-02)	PanUKBB	2022	PanUKBBR2	ph523.31	Acute periodontitis (UKBB)	INF	408157	169	408326	European (EUR)	0.766779237018971	N
ph523.32_PanUKBB_PanUKBBR2_1	1661	0.0553059862698248	PC2 (5e-02)	PanUKBB	2022	PanUKBBR2	ph523.32	Chronic periodontitis (UKBB)	INF	408157	1249	409406	European (EUR)	0.489968799893493	N
ph523.3_PanUKBB_PanUKBBR2_1	1661	0.0271357319635164	PC2 (3e-02)	PanUKBB	2022	PanUKBBR2	ph523.3	Periodontitis (acute or chronic) (UKBB)	OTH	408157	1418	409575	European (EUR)	0.291138507421653	N
ph523_PanUKBB_PanUKBBR2_1	1661	0.0314465482688457	PC7 (3e-03)	PanUKBB	2022	PanUKBBR2	ph523	Gingival and periodontal diseases (UKBB)	OTH	422970	2171	425141	Trans-ethnic (AFR,CSA,EUR)	0.311212391488232	N
ph524.3_PanUKBB_PanUKBBR2_1	1661	0.641823738969088	PC2 (8e-02)	PanUKBB	2022	PanUKBBR2	ph524.3	Anomalies of tooth position/malocclusion (UKBB)	OTH	408157	341	408498	European (EUR)	0.887884900981967	N
ph524_PanUKBB_PanUKBBR2_1	1661	0.8334482786741	PC10 (1e-01)	PanUKBB	2022	PanUKBBR2	ph524	Dentofacial anomalies, including malocclusion (UKBB)	OTH	408157	390	408547	European (EUR)	0.936070423311708	N
ph525_PanUKBB_PanUKBBR2_1	1661	0.366349822569428	PC7 (6e-02)	PanUKBB	2022	PanUKBBR2	ph525	Other diseases of the teeth and supporting structures (UKBB)	OTH	422970	3327	426297	Trans-ethnic (AFR,CSA,EUR)	0.815714359290842	N
ph526.1_PanUKBB_PanUKBBR2_1	1661	0.653419519657071	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph526.1	Cysts of the jaws (UKBB)	OTH	408157	380	408537	European (EUR)	0.887884900981967	N
ph526.41_PanUKBB_PanUKBBR2_1	1661	0.597864299601365	PC11 (2e-01)	PanUKBB	2022	PanUKBBR2	ph526.41	Temporomandibular joint disorder, unspecified (UKBB)	OTH	408157	274	408431	European (EUR)	0.878544014906964	N
ph526.4_PanUKBB_PanUKBBR2_1	1661	0.575417510099567	PC11 (8e-02)	PanUKBB	2022	PanUKBBR2	ph526.4	Temporomandibular joint disorders (UKBB)	OTH	408157	281	408438	European (EUR)	0.874416236760862	N
ph526.5_PanUKBB_PanUKBBR2_1	1661	0.64919333441368	PC3 (5e-03)	PanUKBB	2022	PanUKBBR2	ph526.5	Inflammatory conditions of jaw (UKBB)	OTH	408157	137	408294	European (EUR)	0.887884900981967	N
ph526.9_PanUKBB_PanUKBBR2_1	1660	0.165354564633469	PC6 (2e-03)	PanUKBB	2022	PanUKBBR2	ph526.9	Jaw disease NOS (UKBB)	OTH	408157	285	408442	European (EUR)	0.64567020475926	N
ph526_PanUKBB_PanUKBBR2_1	1661	0.451297392674681	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph526	Diseases of the jaws (UKBB)	OTH	408157	1133	409290	European (EUR)	0.844851349199355	N
ph527.2_PanUKBB_PanUKBBR2_1	1661	0.91854178797317	PC9 (7e-02)	PanUKBB	2022	PanUKBBR2	ph527.2	Sialoadenitis (UKBB)	IMD	413830	433	414263	European (EUR)	0.985671120942309	N
ph527.8_PanUKBB_PanUKBBR2_1	1661	0.370601135316913	PC6 (6e-02)	PanUKBB	2022	PanUKBBR2	ph527.8	Other specified diseases of the salivary glands (UKBB)	OTH	413830	153	413983	European (EUR)	0.815714359290842	N
ph527_PanUKBB_PanUKBBR2_1	1661	0.706253829662565	PC14 (7e-02)	PanUKBB	2022	PanUKBBR2	ph527	Diseases of the salivary glands (UKBB)	OTH	413830	1228	415058	European (EUR)	0.912330374709464	N
ph528.11_PanUKBB_PanUKBBR2_1	1661	0.889843800518996	PC3 (7e-02)	PanUKBB	2022	PanUKBBR2	ph528.11	Stomatitis and mucositis (ulcerative) (UKBB)	OTH	413830	505	414335	European (EUR)	0.956498766850007	N
ph528.1_PanUKBB_PanUKBBR2_1	1661	0.940589624038757	PC3 (2e-01)	PanUKBB	2022	PanUKBBR2	ph528.1	Stomatitis and mucositis (UKBB)	OTH	413830	593	414423	European (EUR)	0.973667167174475	N
ph528.3_PanUKBB_PanUKBBR2_1	1661	0.273015710811701	PC10 (9e-02)	PanUKBB	2022	PanUKBBR2	ph528.3	Cellulitis and abscess of oral soft tissues (UKBB)	INF	413830	209	414039	European (EUR)	0.834951458058846	N
ph528.41_PanUKBB_PanUKBBR2_1	1661	0.294861068422489	PC4 (6e-02)	PanUKBB	2022	PanUKBBR2	ph528.41	Cyst of the salivary gland (UKBB)	OTH	413830	111	413941	European (EUR)	0.776672599667033	N
ph528.4_PanUKBB_PanUKBBR2_1	1661	0.123881972258902	PC14 (4e-02)	PanUKBB	2022	PanUKBBR2	ph528.4	Cysts of oral soft tissues (UKBB)	OTH	413830	144	413974	European (EUR)	0.585253103511191	N
ph528.5_PanUKBB_PanUKBBR2_1	1661	0.52648778642619	PC13 (1e-01)	PanUKBB	2022	PanUKBBR2	ph528.5	Diseases of lips (UKBB)	OTH	413830	808	414638	European (EUR)	0.852349775750358	N
ph528.6_PanUKBB_PanUKBBR2_1	1661	0.372945583208694	PC11 (3e-02)	PanUKBB	2022	PanUKBBR2	ph528.6	Leukoplakia of oral mucosa (UKBB)	OTH	413830	382	414212	European (EUR)	0.815714359290842	N
ph528.7_PanUKBB_PanUKBBR2_1	1661	0.786071069809611	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph528.7	Sialolithiasis (UKBB)	OTH	413830	343	414173	European (EUR)	0.932231638093026	N
ph528_PanUKBB_PanUKBBR2_1	1661	0.934189965426525	PC4 (2e-01)	PanUKBB	2022	PanUKBBR2	ph528	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue (UKBB)	OTH	429098	4843	433941	Trans-ethnic (AFR,CSA,EUR)	0.972302883326973	N
ph529.1_PanUKBB_PanUKBBR2_1	1661	0.786874962815455	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph529.1	Glossitis (UKBB)	OTH	413830	367	414197	European (EUR)	0.932231638093026	N
ph529_PanUKBB_PanUKBBR2_1	1661	0.415261438736814	PC7 (2e-02)	PanUKBB	2022	PanUKBBR2	ph529	Diseases and other conditions of the tongue (UKBB)	OTH	413830	1522	415352	European (EUR)	0.835509918725528	N
ph530.11_PanUKBB_PanUKBBR2_1	1661	0.356711887490976	PC8 (4e-02)	PanUKBB	2022	PanUKBBR2	ph530.11	GERD (UKBB)	OTH	389896	31407	421303	Trans-ethnic (EUR,MID)	0.815714359290842	N
ph530.12_PanUKBB_PanUKBBR2_1	1661	0.0426626032969821	PC8 (8e-03)	PanUKBB	2022	PanUKBBR2	ph530.12	Ulcer of esophagus (UKBB)	OTH	379092	5983	385075	Trans-ethnic (CSA,EUR)	0.360946067584793	N
ph530.14_PanUKBB_PanUKBBR2_1	1661	0.0295292939893881	PC8 (7e-03)	PanUKBB	2022	PanUKBBR2	ph530.14	Reflux esophagitis (UKBB)	OTH	385110	13004	398114	Trans-ethnic (AFR,CSA,EUR)	0.303384517821699	N
ph530.1_PanUKBB_PanUKBBR2_1	1661	0.0159382888585544	PC8 (2e-03)	PanUKBB	2022	PanUKBBR2	ph530.1	Esophagitis, GERD and related diseases (UKBB)	OTH	389896	41789	431685	Trans-ethnic (CSA,EUR,MID)	0.206222494459462	N
ph530.2_PanUKBB_PanUKBBR2_1	1661	0.136658690341547	PC4 (6e-02)	PanUKBB	2022	PanUKBBR2	ph530.2	Esophageal bleeding (varices/hemorrhage) (UKBB)	OTH	371349	2166	373515	European (EUR)	0.612828814500375	N
ph530.3_PanUKBB_PanUKBBR2_1	1661	0.00189634609502511	PC8 (4e-06)	PanUKBB	2022	PanUKBBR2	ph530.3	Stricture and stenosis of esophagus (UKBB)	OTH	379092	2479	381571	Trans-ethnic (CSA,EUR)	0.0604723699191341	N
ph530.5_PanUKBB_PanUKBBR2_1	1661	0.780722782544954	PC14 (2e-02)	PanUKBB	2022	PanUKBBR2	ph530.5	Disorders of esophageal motility (UKBB)	OTH	371349	788	372137	European (EUR)	0.932231638093026	N
ph530.6_PanUKBB_PanUKBBR2_1	1661	0.851648775047328	PC8 (2e-02)	PanUKBB	2022	PanUKBBR2	ph530.6	Diverticulum of esophagus, acquired (UKBB)	OTH	371349	198	371547	European (EUR)	0.938771882902658	N
ph530.7_PanUKBB_PanUKBBR2_1	1661	0.00372720050966885	PC1 (4e-05)	PanUKBB	2022	PanUKBBR2	ph530.7	Gastroesophageal laceration-hemorrhage syndrome (UKBB)	OTH	371349	381	371730	European (EUR)	0.0930179605456487	N
ph530.9_PanUKBB_PanUKBBR2_1	1661	0.90863707080307	PC7 (1e-01)	PanUKBB	2022	PanUKBBR2	ph530.9	Heartburn (UKBB)	OTH	379092	2569	381661	Trans-ethnic (CSA,EUR)	0.963475905523979	N
ph530_PanUKBB_PanUKBBR2_1	1661	0.00864142759977998	PC8 (4e-04)	PanUKBB	2022	PanUKBBR2	ph530	Diseases of esophagus (UKBB)	OTH	389896	44845	434741	Trans-ethnic (EUR,MID)	0.152620905916114	N
ph531.1_PanUKBB_PanUKBBR2_1	1661	0.401252644288739	PC6 (5e-03)	PanUKBB	2022	PanUKBBR2	ph531.1	Hemorrhage from gastrointestinal ulcer (UKBB)	OTH	411516	788	412304	European (EUR)	0.822838134237816	N
ph531.2_PanUKBB_PanUKBBR2_1	1661	0.914444304198504	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph531.2	Gastric ulcer (UKBB)	OTH	426653	5549	432202	Trans-ethnic (AFR,CSA,EUR)	0.96487321803298	N
ph531.3_PanUKBB_PanUKBBR2_1	1661	0.668483557608053	PC8 (4e-02)	PanUKBB	2022	PanUKBBR2	ph531.3	Duodenal ulcer (UKBB)	OTH	420161	3612	423773	Trans-ethnic (CSA,EUR)	0.896517668380893	N
ph531.4_PanUKBB_PanUKBBR2_1	1661	0.57443767386765	PC10 (5e-02)	PanUKBB	2022	PanUKBBR2	ph531.4	Peptic ulcer, site unspecified (UKBB)	OTH	411516	502	412018	European (EUR)	0.874416236760862	N
ph531_PanUKBB_PanUKBBR2_1	1661	0.542808497583049	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph531	Peptic ulcer (excl. esophageal) (UKBB)	OTH	430844	9507	440351	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.863080547403518	N
ph532_PanUKBB_PanUKBBR2_1	1661	0.0746790659318077	PC3 (2e-02)	PanUKBB	2022	PanUKBBR2	ph532	Dysphagia (UKBB)	OTH	387626	8818	396444	Trans-ethnic (AFR,CSA,EAS,EUR)	0.465932433096279	N
ph535.1_PanUKBB_PanUKBBR2_1	1661	0.363201646024799	PC4 (5e-02)	PanUKBB	2022	PanUKBBR2	ph535.1	Acute gastritis (UKBB)	OTH	379860	1447	381307	European (EUR)	0.815714359290842	N
ph535.2_PanUKBB_PanUKBBR2_1	1661	0.106946575138421	PC6 (3e-02)	PanUKBB	2022	PanUKBBR2	ph535.2	Atrophic gastritis (UKBB)	OTH	379860	468	380328	European (EUR)	0.553039046211294	N
ph535.6_PanUKBB_PanUKBBR2_1	1661	0.091905366132118	PC7 (3e-03)	PanUKBB	2022	PanUKBBR2	ph535.6	Duodenitis (UKBB)	OTH	395081	9469	404550	Trans-ethnic (AFR,CSA,EUR,MID)	0.517192942743488	N
ph535.8_PanUKBB_PanUKBBR2_1	1661	0.508299530660396	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph535.8	Other specified gastritis (UKBB)	OTH	397575	11147	408722	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.852349775750358	N
ph535.9_PanUKBB_PanUKBBR2_1	1661	0.964251329898886	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph535.9	Gastritis and duodenitis, NOS (UKBB)	OTH	379860	123	379983	European (EUR)	0.978744939632114	N
ph535_PanUKBB_PanUKBBR2_1	1661	0.190217076203418	PC7 (2e-02)	PanUKBB	2022	PanUKBBR2	ph535	Gastritis and duodenitis (UKBB)	OTH	398446	37655	436101	Trans-ethnic (CSA,EUR)	0.683143747656192	N
ph536_PanUKBB_PanUKBBR2_1	1661	0.636159370623301	PC13 (9e-02)	PanUKBB	2022	PanUKBBR2	ph536	Disorders of function of stomach (UKBB)	OTH	379860	299	380159	European (EUR)	0.887392496414474	N
ph537_PanUKBB_PanUKBBR2_1	1661	0.0240519056233823	PC12 (2e-02)	PanUKBB	2022	PanUKBBR2	ph537	Other disorders of stomach and duodenum (UKBB)	OTH	393692	10183	403875	Trans-ethnic (AFR,CSA,EUR)	0.273382055996464	N
ph540.11_PanUKBB_PanUKBBR2_1	1661	0.659181378281732	PC13 (3e-02)	PanUKBB	2022	PanUKBBR2	ph540.11	Acute appendicitis (UKBB)	OTH	416195	3490	419685	European (EUR)	0.887884900981967	N
ph540.1_PanUKBB_PanUKBBR2_1	1661	0.818964796004901	PC13 (9e-02)	PanUKBB	2022	PanUKBBR2	ph540.1	Appendicitis (UKBB)	OTH	416195	4133	420328	European (EUR)	0.934316318217193	N
ph540_PanUKBB_PanUKBBR2_1	1661	0.769402368596108	PC13 (1e-01)	PanUKBB	2022	PanUKBBR2	ph540	Appendiceal conditions (UKBB)	OTH	425020	4387	429407	Trans-ethnic (CSA,EUR)	0.930446498370853	N
ph550.1_PanUKBB_PanUKBBR2_1	1661	0.191043860722725	PC5 (6e-02)	PanUKBB	2022	PanUKBBR2	ph550.1	Inguinal hernia (UKBB)	OTH	379094	19077	398171	Trans-ethnic (AFR,CSA,EUR,MID)	0.683143747656192	N
ph550.2_PanUKBB_PanUKBBR2_1	1661	0.0234323590018593	PC8 (1e-03)	PanUKBB	2022	PanUKBBR2	ph550.2	Diaphragmatic hernia (UKBB)	OTH	382543	34765	417308	Trans-ethnic (CSA,EUR,MID)	0.269328505972515	N
ph550.3_PanUKBB_PanUKBBR2_1	1661	0.658337851867013	PC11 (2e-02)	PanUKBB	2022	PanUKBBR2	ph550.3	Femoral hernia (UKBB)	OTH	363863	786	364649	European (EUR)	0.887884900981967	N
ph550.4_PanUKBB_PanUKBBR2_1	1661	0.527096826622434	PC1 (5e-02)	PanUKBB	2022	PanUKBBR2	ph550.4	Umbilical hernia (UKBB)	OTH	377719	4736	382455	Trans-ethnic (CSA,EUR)	0.852349775750358	N
ph550.5_PanUKBB_PanUKBBR2_1	1661	0.358614329966748	PC4 (8e-03)	PanUKBB	2022	PanUKBBR2	ph550.5	Ventral hernia (UKBB)	OTH	377719	4563	382282	Trans-ethnic (AFR,CSA,EUR)	0.815714359290842	N
ph550_PanUKBB_PanUKBBR2_1	1661	0.00143172338227807	PC1 (5e-03)	PanUKBB	2022	PanUKBBR2	ph550	Abdominal hernia (UKBB)	OTH	374706	57749	432455	Trans-ethnic (EUR,MID)	0.0513630763392258	N
ph555.1_PanUKBB_PanUKBBR2_1	1661	0.0109133709732076	PC2 (4e-03)	PanUKBB	2022	PanUKBBR2	ph555.1	Regional enteritis (UKBB)	OTH	330270	2008	332278	European (EUR)	0.160194645493738	N
ph555.21_PanUKBB_PanUKBBR2_1	1661	0.488605273787887	PC5 (1e-01)	PanUKBB	2022	PanUKBBR2	ph555.21	Ulcerative colitis (chronic) (UKBB)	IMD	330270	664	330934	European (EUR)	0.710443300392732	N
ph555.2_PanUKBB_PanUKBBR2_1	1661	0.024823353834565	PC11 (8e-04)	PanUKBB	2022	PanUKBBR2	ph555.2	Ulcerative colitis (UKBB)	IMD	330270	3670	333940	European (EUR)	0.0848690340560128	N
ph555_PanUKBB_PanUKBBR2_1	1661	0.000250221325766764	PC11 (3e-04)	PanUKBB	2022	PanUKBBR2	ph555	Inflammatory bowel disease and other gastroenteritis and colitis (UKBB)	IMD	337505	5330	342835	Trans-ethnic (CSA,EUR)	0.00199215499648984	Y
ph556.1_PanUKBB_PanUKBBR2_1	1661	0.229607150730919	PC12 (3e-02)	PanUKBB	2022	PanUKBBR2	ph556.1	Ulceration of intestine (UKBB)	OTH	330270	886	331156	European (EUR)	0.714484832336759	N
ph556_PanUKBB_PanUKBBR2_1	1661	0.218387055235663	PC6 (1e-02)	PanUKBB	2022	PanUKBBR2	ph556	Ulceration of the lower GI tract (UKBB)	OTH	330270	1351	331621	European (EUR)	0.714268773249405	N
ph557.1_PanUKBB_PanUKBBR2_1	1661	0.00855506212904533	PC5 (1e-03)	PanUKBB	2022	PanUKBBR2	ph557.1	Celiac disease (UKBB)	IMD	330260	2202	332462	European (EUR)	0.0379724687482188	N
ph557_PanUKBB_PanUKBBR2_1	1661	0.0952795196547437	PC5 (7e-03)	PanUKBB	2022	PanUKBBR2	ph557	Intestinal malabsorption (non-celiac) (UKBB)	OTH	330260	2516	332776	European (EUR)	0.528410089679448	N
ph558_PanUKBB_PanUKBBR2_1	1661	0.0175138934141512	PC2 (3e-03)	PanUKBB	2022	PanUKBBR2	ph558	Noninfectious gastroenteritis (UKBB)	OTH	346726	17828	364554	Trans-ethnic (CSA,EUR)	0.216193006875759	N
ph559_PanUKBB_PanUKBBR2_1	1661	0.0347669398506904	PC7 (1e-02)	PanUKBB	2022	PanUKBBR2	ph559	Ileostomy status (UKBB)	OTH	330270	2003	332273	European (EUR)	0.321874572166069	N
ph560.1_PanUKBB_PanUKBBR2_1	1661	0.736917392900378	PC8 (1e-01)	PanUKBB	2022	PanUKBBR2	ph560.1	Paralytic ileus (UKBB)	OTH	330270	729	330999	European (EUR)	0.916822539207958	N
ph560.2_PanUKBB_PanUKBBR2_1	1661	0.463195862940359	PC10 (8e-02)	PanUKBB	2022	PanUKBBR2	ph560.2	Impaction of intestine (UKBB)	OTH	330270	350	330620	European (EUR)	0.848255317820955	N
ph560.3_PanUKBB_PanUKBBR2_1	1661	0.0226796644604193	PC12 (2e-02)	PanUKBB	2022	PanUKBBR2	ph560.3	Peritoneal or intestinal adhesions (UKBB)	OTH	330270	1082	331352	European (EUR)	0.267001792184063	N
ph560.4_PanUKBB_PanUKBBR2_1	1661	0.726829787036483	PC10 (1e-01)	PanUKBB	2022	PanUKBBR2	ph560.4	Other intestinal obstruction (UKBB)	OTH	330270	3484	333754	European (EUR)	0.916822539207958	N
ph560_PanUKBB_PanUKBBR2_1	1661	0.784494850336973	PC11 (2e-01)	PanUKBB	2022	PanUKBBR2	ph560	Intestinal obstruction without mention of hernia (UKBB)	OTH	343042	5278	348320	Trans-ethnic (AFR,CSA,EUR)	0.932231638093026	N
ph561.1_PanUKBB_PanUKBBR2_1	1661	0.495491451592813	PC11 (1e-01)	PanUKBB	2022	PanUKBBR2	ph561.1	Diarrhea (UKBB)	OTH	330270	679	330949	European (EUR)	0.851150748997487	N
ph561.2_PanUKBB_PanUKBBR2_1	1661	0.376108015075696	PC1 (6e-02)	PanUKBB	2022	PanUKBBR2	ph561.2	Flatulence (UKBB)	OTH	337505	2234	339739	Trans-ethnic (CSA,EUR)	0.815714359290842	N
ph561_PanUKBB_PanUKBBR2_1	1661	0.256924611942088	PC6 (1e-02)	PanUKBB	2022	PanUKBBR2	ph561	Symptoms involving digestive system (UKBB)	OTH	346726	21099	367825	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.754122807437678	N
ph562.1_PanUKBB_PanUKBBR2_1	1661	0.629869480433341	PC10 (5e-02)	PanUKBB	2022	PanUKBBR2	ph562.1	Diverticulosis (UKBB)	OTH	345133	36408	381541	Trans-ethnic (CSA,EUR,MID)	0.887392496414474	N
ph562_PanUKBB_PanUKBBR2_1	1661	0.635153882019311	PC10 (5e-02)	PanUKBB	2022	PanUKBBR2	ph562	Diverticulosis and diverticulitis (UKBB)	OTH	345133	36450	381583	Trans-ethnic (CSA,EUR,MID)	0.887392496414474	N
ph563_PanUKBB_PanUKBBR2_1	1661	0.640931030494313	PC5 (2e-02)	PanUKBB	2022	PanUKBBR2	ph563	Constipation (UKBB)	OTH	345433	14513	359946	Trans-ethnic (AFR,CSA,EAS,EUR)	0.887884900981967	N
ph564.1_PanUKBB_PanUKBBR2_1	1661	0.279447904229412	PC12 (2e-02)	PanUKBB	2022	PanUKBBR2	ph564.1	Irritable Bowel Syndrome (UKBB)	IMD	343042	7178	350220	Trans-ethnic (AFR,CSA,EUR)	0.508635394029074	N
ph564.8_PanUKBB_PanUKBBR2_1	1661	0.703397850294337	PC1 (7e-02)	PanUKBB	2022	PanUKBBR2	ph564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area (UKBB)	OTH	330270	2204	332474	European (EUR)	0.912330374709464	N
ph564.9_PanUKBB_PanUKBBR2_1	1661	0.201345603022938	PC10 (5e-03)	PanUKBB	2022	PanUKBBR2	ph564.9	Personal history of diseases of digestive system (UKBB)	OTH	346726	20571	367297	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.692050156498002	N
ph564_PanUKBB_PanUKBBR2_1	1661	0.367122776702451	PC10 (3e-03)	PanUKBB	2022	PanUKBBR2	ph564	Functional digestive disorders (UKBB)	OTH	347524	40734	388258	Trans-ethnic (CSA,EUR)	0.815714359290842	N
ph565.1_PanUKBB_PanUKBBR2_1	1661	0.168147569447716	PC3 (2e-02)	PanUKBB	2022	PanUKBBR2	ph565.1	Anal and rectal polyp (UKBB)	OTH	397241	9661	406902	Trans-ethnic (AFR,CSA,EUR)	0.652139897722899	N
ph565_PanUKBB_PanUKBBR2_1	1661	0.228174812819733	PC14 (6e-02)	PanUKBB	2022	PanUKBBR2	ph565	Anal and rectal conditions (UKBB)	OTH	401206	19006	420212	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	0.714484832336759	N
ph567_PanUKBB_PanUKBBR2_1	1661	0.16472649865475	PC3 (2e-02)	PanUKBB	2022	PanUKBBR2	ph567	Peritonitis and retroperitoneal infections (UKBB)	INF	383086	1117	384203	European (EUR)	0.650561498930685	N
ph568.1_PanUKBB_PanUKBBR2_1	1661	0.704502541757009	PC13 (9e-02)	PanUKBB	2022	PanUKBBR2	ph568.1	Peritoneal adhesions (postoperative) (postinfection) (UKBB)	OTH	397241	4410	401651	Trans-ethnic (AFR,CSA,EUR)	0.912330374709464	N
ph568_PanUKBB_PanUKBBR2_1	1661	0.737930336435674	PC2 (1e-01)	PanUKBB	2022	PanUKBBR2	ph568	Other disorders of peritoneum (UKBB)	OTH	397241	4686	401927	Trans-ethnic (AFR,CSA,EUR)	0.916822539207958	N
ph569.1_PanUKBB_PanUKBBR2_1	1661	0.446656970446864	PC4 (3e-02)	PanUKBB	2022	PanUKBBR2	ph569.1	Toxic gastroenteritis and colitis (UKBB)	OTH	383086	266	383352	European (EUR)	0.844851349199355	N
ph569.2_PanUKBB_PanUKBBR2_1	1661	0.170607192369071	PC2 (4e-02)	PanUKBB	2022	PanUKBBR2	ph569.2	Gastrointestinal complications (UKBB)	OTH	383086	618	383704	European (EUR)	0.657238445770784	N
