Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	URL	Population	Retrieval_date	Public	Notes
ph395.2_PanUKBB_PanUKBBR2_1	1661	0.141084161742795	PC8 (2e-02)	PanUKBB	2022	PanUKBBR2	ph395.2	Nonrheumatic aortic valve disorders (UKBB)	OTH	409338	3561	412899	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-395.2-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph395.3_PanUKBB_PanUKBBR2_1	1661	0.478664731501085	PC14 (1e-02)	PanUKBB	2022	PanUKBBR2	ph395.3	Nonrheumatic tricuspid valve disorders (UKBB)	OTH	400902	158	401060	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-395.3-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph395.4_PanUKBB_PanUKBBR2_1	1661	0.531244908200624	PC8 (1e-01)	PanUKBB	2022	PanUKBBR2	ph395.4	Nonrheumatic pulmonary valve disorders (UKBB)	OTH	400902	165	401067	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-395.4-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph395.6_PanUKBB_PanUKBBR2_1	1661	0.0164124319520831	PC4 (3e-03)	PanUKBB	2022	PanUKBBR2	ph395.6	Heart valve replaced (UKBB)	OTH	400902	1957	402859	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-395.6-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph395_PanUKBB_PanUKBBR2_1	1661	0.041923429276269	PC1 (8e-03)	PanUKBB	2022	PanUKBBR2	ph395	Heart valve disorders (UKBB)	OTH	415682	7284	422966	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-395-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph396_PanUKBB_PanUKBBR2_1	1661	0.0206117613886431	PC7 (1e-03)	PanUKBB	2022	PanUKBBR2	ph396	Abnormal heart sounds (UKBB)	OTH	418307	12734	431041	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-396-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EAS,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph401.1_PanUKBB_PanUKBBR2_1	1661	5.43115750451148e-08	PC8 (9e-10)	PanUKBB	2022	PanUKBBR2	ph401.1	Essential hypertension (UKBB)	OTH	340580	99705	440285	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.1-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph401.21_PanUKBB_PanUKBBR2_1	1661	0.118023839534968	PC4 (5e-03)	PanUKBB	2022	PanUKBBR2	ph401.21	Hypertensive heart disease (UKBB)	OTH	325488	280	325768	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.21-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph401.22_PanUKBB_PanUKBBR2_1	1661	0.269235643984056	PC14 (1e-02)	PanUKBB	2022	PanUKBBR2	ph401.22	Hypertensive chronic kidney disease (UKBB)	OTH	336247	1767	338014	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.22-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph401.2_PanUKBB_PanUKBBR2_1	1661	0.0933934888714449	PC14 (5e-03)	PanUKBB	2022	PanUKBBR2	ph401.2	Hypertensive heart and/or renal disease (UKBB)	OTH	336247	2084	338331	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.2-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph401.3_PanUKBB_PanUKBBR2_1	1661	0.949101815755985	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph401.3	Other hypertensive complications (UKBB)	OTH	325488	169	325657	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401.3-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph401_PanUKBB_PanUKBBR2_1	1661	6.64776803348058e-08	PC8 (1e-09)	PanUKBB	2022	PanUKBBR2	ph401	Hypertension (UKBB)	OTH	340580	99977	440557	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph402_PanUKBB_PanUKBBR2_1	1661	0.290374175727227	PC2 (6e-02)	PanUKBB	2022	PanUKBBR2	ph402	Elevated blood pressure reading without diagnosis of hypertension (UKBB)	OTH	325488	1841	327329	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-402-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph411.1_PanUKBB_PanUKBBR2_1	1661	0.834146378961566	PC2 (1e-01)	PanUKBB	2022	PanUKBBR2	ph411.1	Unstable angina (intermediate coronary syndrome) (UKBB)	OTH	395772	5993	401765	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.1-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph411.2_PanUKBB_PanUKBBR2_1	1661	0.00346223118830935	PC8 (6e-04)	PanUKBB	2022	PanUKBBR2	ph411.2	Myocardial infarction (UKBB)	OTH	397202	15816	413018	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.2-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph411.3_PanUKBB_PanUKBBR2_1	1661	0.0305264142926044	PC8 (2e-02)	PanUKBB	2022	PanUKBBR2	ph411.3	Angina pectoris (UKBB)	OTH	399807	22559	422366	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.3-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph411.41_PanUKBB_PanUKBBR2_1	1661	0.730978898583736	PC5 (1e-01)	PanUKBB	2022	PanUKBBR2	ph411.41	Aneurysm and dissection of heart (UKBB)	OTH	382052	224	382276	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.41-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph411.4_PanUKBB_PanUKBBR2_1	1661	0.00263117196108589	PC8 (2e-04)	PanUKBB	2022	PanUKBBR2	ph411.4	Coronary atherosclerosis (UKBB)	OTH	399807	25280	425087	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.4-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph411.8_PanUKBB_PanUKBBR2_1	1661	0.00689545807649667	PC8 (8e-04)	PanUKBB	2022	PanUKBBR2	ph411.8	Other chronic ischemic heart disease, unspecified (UKBB)	OTH	400717	32976	433693	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.8-both_sexes.tsv.bgz	Trans-ethnic (CSA,EAS,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph411.9_PanUKBB_PanUKBBR2_1	1661	0.96361364041189	PC6 (2e-01)	PanUKBB	2022	PanUKBBR2	ph411.9	Other acute and subacute forms of ischemic heart disease (UKBB)	OTH	389548	2059	391607	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.9-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph411_PanUKBB_PanUKBBR2_1	1661	0.00469580362272987	PC8 (6e-04)	PanUKBB	2022	PanUKBBR2	ph411	Ischemic Heart Disease (UKBB)	OTH	400717	39781	440498	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph414_PanUKBB_PanUKBBR2_1	1661	0.55615169477101	PC8 (1e-01)	PanUKBB	2022	PanUKBBR2	ph414	Other forms of chronic heart disease (UKBB)	OTH	389548	2873	392421	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-414-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph415.11_PanUKBB_PanUKBBR2_1	1661	0.0443116235265426	PC9 (3e-02)	PanUKBB	2022	PanUKBBR2	ph415.11	Pulmonary embolism and infarction, acute (UKBB)	OTH	418228	4790	423018	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415.11-both_sexes.tsv.bgz	Trans-ethnic (AFR,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph415.1_PanUKBB_PanUKBBR2_1	1661	0.044309242968345	PC9 (3e-02)	PanUKBB	2022	PanUKBBR2	ph415.1	Acute pulmonary heart disease (UKBB)	OTH	418228	4790	423018	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415.1-both_sexes.tsv.bgz	Trans-ethnic (AFR,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph415.21_PanUKBB_PanUKBBR2_1	1661	0.707797367148454	PC1 (9e-02)	PanUKBB	2022	PanUKBBR2	ph415.21	Primary pulmonary hypertension (UKBB)	OTH	411769	520	412289	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415.21-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph415.2_PanUKBB_PanUKBBR2_1	1661	0.429281698553568	PC1 (3e-02)	PanUKBB	2022	PanUKBBR2	ph415.2	Chronic pulmonary heart disease (UKBB)	OTH	411769	728	412497	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415.2-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph415_PanUKBB_PanUKBBR2_1	1661	0.0182670466074053	PC9 (2e-02)	PanUKBB	2022	PanUKBBR2	ph415	Pulmonary heart disease (UKBB)	OTH	426977	5555	432532	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph416_PanUKBB_PanUKBBR2_1	1661	0.256331369178937	PC1 (6e-02)	PanUKBB	2022	PanUKBBR2	ph416	Cardiomegaly (UKBB)	OTH	426977	3888	430865	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-416-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph418.1_PanUKBB_PanUKBBR2_1	1661	0.260998976695374	PC8 (3e-03)	PanUKBB	2022	PanUKBBR2	ph418.1	Precordial pain (UKBB)	OTH	397879	4909	402788	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-418.1-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph418_PanUKBB_PanUKBBR2_1	1661	0.00639905270580226	PC7 (4e-04)	PanUKBB	2022	PanUKBBR2	ph418	Nonspecific chest pain (UKBB)	OTH	402720	35707	438427	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-418-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	HQ file
ph420.1_PanUKBB_PanUKBBR2_1	1661	0.332229948437723	PC5 (8e-03)	PanUKBB	2022	PanUKBBR2	ph420.1	Myocarditis (UKBB)	IMD	416313	144	416457	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-420.1-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph420.21_PanUKBB_PanUKBBR2_1	1661	0.598741949891701	PC9 (2e-02)	PanUKBB	2022	PanUKBBR2	ph420.21	Acute pericarditis (UKBB)	IMD	416313	255	416568	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-420.21-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph420.2_PanUKBB_PanUKBBR2_1	1661	0.102693938704076	PC14 (5e-02)	PanUKBB	2022	PanUKBBR2	ph420.2	Pericarditis (UKBB)	IMD	422845	1737	424582	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-420.2-both_sexes.tsv.bgz	Trans-ethnic (AFR,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph420.3_PanUKBB_PanUKBBR2_1	1661	0.326395136611765	PC10 (4e-02)	PanUKBB	2022	PanUKBBR2	ph420.3	Endocarditis (UKBB)	IMD	416313	909	417222	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-420.3-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph420_PanUKBB_PanUKBBR2_1	1661	0.0443790975566549	PC14 (2e-02)	PanUKBB	2022	PanUKBBR2	ph420	Carditis (UKBB)	IMD	431633	2802	434435	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-420-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph425.11_PanUKBB_PanUKBBR2_1	1661	0.00458492717344977	PC7 (1e-03)	PanUKBB	2022	PanUKBBR2	ph425.11	Hypertrophic obstructive cardiomyopathy (UKBB)	OTH	416313	167	416480	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-425.11-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph425.12_PanUKBB_PanUKBBR2_1	1661	0.709694086504474	PC12 (8e-02)	PanUKBB	2022	PanUKBBR2	ph425.12	Other hypertrophic cardiomyopathy (UKBB)	OTH	416313	219	416532	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-425.12-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph425.1_PanUKBB_PanUKBBR2_1	1661	0.0336377328641777	PC4 (2e-02)	PanUKBB	2022	PanUKBBR2	ph425.1	Primary/intrinsic cardiomyopathies (UKBB)	OTH	416313	1665	417978	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-425.1-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph425_PanUKBB_PanUKBBR2_1	1661	0.0297385420023165	PC7 (3e-02)	PanUKBB	2022	PanUKBBR2	ph425	Cardiomyopathy (UKBB)	IMD	416313	1689	418002	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-425-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.21_PanUKBB_PanUKBBR2_1	1661	0.616979192174536	PC11 (8e-02)	PanUKBB	2022	PanUKBBR2	ph426.21	First degree AV block (UKBB)	OTH	384657	1530	386187	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.21-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.23_PanUKBB_PanUKBBR2_1	1661	0.221531192823729	PC9 (7e-02)	PanUKBB	2022	PanUKBBR2	ph426.23	Second degree AV block (UKBB)	OTH	384657	632	385289	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.23-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.24_PanUKBB_PanUKBBR2_1	1661	0.0615002499813061	PC7 (3e-02)	PanUKBB	2022	PanUKBBR2	ph426.24	Atrioventricular block, complete (UKBB)	OTH	384657	841	385498	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.24-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.25_PanUKBB_PanUKBBR2_1	1661	0.386589476618239	PC7 (9e-03)	PanUKBB	2022	PanUKBBR2	ph426.25	Other heart block (UKBB)	OTH	384657	162	384819	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.25-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.2_PanUKBB_PanUKBBR2_1	1661	0.282975811524459	PC3 (4e-02)	PanUKBB	2022	PanUKBBR2	ph426.2	Atrioventricular [AV] block (UKBB)	OTH	392891	3153	396044	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.2-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.31_PanUKBB_PanUKBBR2_1	1661	0.051456870375683	PC9 (3e-03)	PanUKBB	2022	PanUKBBR2	ph426.31	Right bundle branch block (UKBB)	OTH	392891	2277	395168	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.31-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.32_PanUKBB_PanUKBBR2_1	1661	0.331996356188049	PC5 (1e-01)	PanUKBB	2022	PanUKBBR2	ph426.32	Left bundle branch block (UKBB)	OTH	392891	2604	395495	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.32-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.3_PanUKBB_PanUKBBR2_1	1661	0.223289368242967	PC7 (1e-02)	PanUKBB	2022	PanUKBBR2	ph426.3	Bundle branch block (UKBB)	OTH	399132	4967	404099	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.3-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.4_PanUKBB_PanUKBBR2_1	1661	0.657621244641911	PC3 (4e-02)	PanUKBB	2022	PanUKBBR2	ph426.4	Anomalous atrioventricular excitation (UKBB)	OTH	384657	257	384914	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.4-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.8_PanUKBB_PanUKBBR2_1	1661	0.835678231905022	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph426.8	Other cardiac conduction disorders (UKBB)	OTH	384657	106	384763	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.8-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.91_PanUKBB_PanUKBBR2_1	1661	0.0800999186302653	PC13 (5e-02)	PanUKBB	2022	PanUKBBR2	ph426.91	Cardiac pacemaker in situ (UKBB)	OTH	392891	3236	396127	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.91-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426.9_PanUKBB_PanUKBBR2_1	1661	0.120957119530574	PC7 (6e-02)	PanUKBB	2022	PanUKBBR2	ph426.9	Cardiac pacemaker/device in situ (UKBB)	OTH	392891	3498	396389	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426.9-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph426_PanUKBB_PanUKBBR2_1	1661	0.162373369299807	PC7 (8e-03)	PanUKBB	2022	PanUKBBR2	ph426	Cardiac conduction disorders (UKBB)	OTH	399132	9950	409082	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-426-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.11_PanUKBB_PanUKBBR2_1	1661	0.436645736584315	PC12 (5e-02)	PanUKBB	2022	PanUKBBR2	ph427.11	Paroxysmal supraventricular tachycardia (UKBB)	OTH	392891	2953	395844	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.11-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.12_PanUKBB_PanUKBBR2_1	1661	0.68132358701398	PC13 (1e-01)	PanUKBB	2022	PanUKBBR2	ph427.12	Paroxysmal ventricular tachycardia (UKBB)	OTH	384657	1200	385857	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.12-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.1_PanUKBB_PanUKBBR2_1	1661	0.392628249196506	PC6 (4e-02)	PanUKBB	2022	PanUKBBR2	ph427.1	Paroxysmal tachycardia, unspecified (UKBB)	OTH	392891	4077	396968	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.1-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.2_PanUKBB_PanUKBBR2_1	1661	0.00660055941783712	PC5 (2e-03)	PanUKBB	2022	PanUKBBR2	ph427.2	Atrial fibrillation and flutter (UKBB)	OTH	399132	19570	418702	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.2-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.3_PanUKBB_PanUKBBR2_1	1661	0.65535965225913	PC7 (6e-02)	PanUKBB	2022	PanUKBBR2	ph427.3	Other specified cardiac dysrhythmias (UKBB)	OTH	392891	4400	397291	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.3-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.42_PanUKBB_PanUKBBR2_1	1661	0.973089763023033	PC5 (3e-01)	PanUKBB	2022	PanUKBBR2	ph427.42	Cardiac arrest (UKBB)	OTH	392891	1410	394301	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.42-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.4_PanUKBB_PanUKBBR2_1	1661	0.981715224205808	PC5 (3e-01)	PanUKBB	2022	PanUKBBR2	ph427.4	Cardiac arrest and ventricular fibrillation (UKBB)	OTH	392891	1413	394304	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.4-both_sexes.tsv.bgz	Trans-ethnic (CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.5_PanUKBB_PanUKBBR2_1	1661	0.287482082621036	PC6 (8e-03)	PanUKBB	2022	PanUKBBR2	ph427.5	Arrhythmia (cardiac) NOS (UKBB)	OTH	384657	1215	385872	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.5-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.61_PanUKBB_PanUKBBR2_1	1661	0.137941560864319	PC10 (1e-03)	PanUKBB	2022	PanUKBBR2	ph427.61	Supraventricular premature beats (UKBB)	OTH	384657	162	384819	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.61-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.6_PanUKBB_PanUKBBR2_1	1661	0.23242219612235	PC11 (4e-02)	PanUKBB	2022	PanUKBBR2	ph427.6	Premature beats (UKBB)	OTH	384657	771	385428	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.6-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.7_PanUKBB_PanUKBBR2_1	1661	0.341200426882428	PC4 (2e-02)	PanUKBB	2022	PanUKBBR2	ph427.7	Tachycardia NOS (UKBB)	OTH	399132	3127	402259	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.7-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.8_PanUKBB_PanUKBBR2_1	1661	0.551265964482686	PC7 (1e-01)	PanUKBB	2022	PanUKBBR2	ph427.8	Sinoatrial node dysfunction (Bradycardia) (UKBB)	OTH	384657	597	385254	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.8-both_sexes.tsv.bgz	European (EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427.9_PanUKBB_PanUKBBR2_1	1661	0.497021771127426	PC11 (2e-02)	PanUKBB	2022	PanUKBBR2	ph427.9	Palpitations (UKBB)	OTH	399132	4842	403974	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.9-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EUR)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
ph427_PanUKBB_PanUKBBR2_1	1661	0.0545797621384068	PC11 (2e-02)	PanUKBB	2022	PanUKBBR2	ph427	Cardiac dysrhythmias (UKBB)	OTH	403222	32400	435622	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427-both_sexes.tsv.bgz	Trans-ethnic (AFR,CSA,EAS,EUR,MID)	2022-07-18T00:00:00Z	Y	Non-HQ, should be equivalent to R1?
